team,offense,defense,net_rating,rank
Kernow,-0.7652071120844957,-10.80918646452114,10.043979352436644,1
Brazil,1.6874428476062397,-2.118088566135732,3.8055314137419716,2
Belgium,1.7871564181758832,-1.5618025910440487,3.348959009219932,3
Italy,1.5026731090803662,-1.803369874061878,3.306042983142244,4
England,1.6934582290080984,-1.5568572331813952,3.2503154621894934,5
France,1.6431235501260795,-1.4210810864334487,3.064204636559528,6
Spain,1.7194644532319532,-1.2909181166902677,3.010382569922221,7
Denmark,1.457759702738203,-1.5234126293301569,2.98117233206836,8
Portugal,1.599634618887304,-1.1669783475941105,2.7666129664814143,9
Netherlands,1.5754933158509772,-1.1494814924550423,2.7249748083060195,10
Uruguay,1.31840571652099,-1.3508536913162679,2.6692594078372576,11
Colombia,1.269127659272434,-1.3754492339840823,2.6445768932565166,12
Croatia,1.5668829379640212,-1.0774109458210943,2.6442938837851155,13
Switzerland,1.475999310699482,-1.1670722714089863,2.643071582108468,14
Argentina,1.4583264729054735,-1.1554820565392216,2.613808529444695,15
Germany,1.5912317718691007,-0.9954618475335462,2.586693619402647,16
Sweden,1.2185686373381035,-1.3481387313124569,2.5667073686505604,17
Iran,0.9883535694039572,-1.4117463793164529,2.40009994872041,18
Ecuador,1.3318903577239074,-1.0273940008117115,2.3592843585356187,19
United States,1.0925392630830442,-1.2603381433796401,2.3528774064626843,20
Russia,1.4252154199343718,-0.8787257652237124,2.3039411851580844,21
Czech Republic,1.229140411515548,-1.071667349968058,2.3008077614836058,22
Peru,1.0880724939332067,-1.1862849542530716,2.2743574481862785,23
Mexico,1.090134311530738,-1.1591792139514716,2.2493135254822096,24
Poland,1.298549626045757,-0.9288252760292197,2.2273749020749767,25
Ukraine,1.2130031575621367,-0.9976343848047993,2.210637542366936,26
Wales,1.0569635505875592,-1.14663327443645,2.203596825024009,27
Morocco,0.9917548158498594,-1.1775524062279323,2.1693072220777916,28
Canada,1.1869411194964599,-0.9386565134008278,2.1255976328972874,29
Serbia,1.2963966807274425,-0.8204329399552708,2.1168296206827133,30
Austria,1.2229965272400003,-0.8874918935165663,2.1104884207565666,31
Senegal,0.8470224639826808,-1.2432395238691207,2.0902619878518016,32
Norway,1.080503291294733,-1.000064148546874,2.080567439841607,33
Algeria,1.1508538544736866,-0.9141880025408271,2.0650418570145135,34
Catalonia,1.2932841905846977,-0.7705742384238097,2.0638584290085076,35
Chile,1.109311915043552,-0.9263226578789903,2.0356345729225422,36
Mali,0.8076671331534787,-1.2262815602332724,2.033948693386751,37
Basque Country,1.33286361068411,-0.7005335037177335,2.0333971144018435,38
Japan,1.0824238535180695,-0.9365794541230166,2.019003307641086,39
Slovakia,1.1466907883166262,-0.850286093211782,1.9969768815284081,40
Republic of Ireland,0.717645105044524,-1.2615421588922302,1.9791872639367543,41
South Korea,0.7037406332832673,-1.2750387150585474,1.9787793483418148,42
Finland,0.8942008247895966,-1.0688159286055892,1.9630167533951859,43
Turkey,1.154058132970671,-0.7340582110596379,1.8881163440303088,44
Qatar,1.0380244345798388,-0.8395609842831839,1.8775854188630228,45
Slovenia,0.8894235509425618,-0.9511127584298589,1.8405363093724207,46
Ivory Coast,0.8710662694688586,-0.9524543363597768,1.8235206058286355,47
Australia,0.907286071291073,-0.9069136926710022,1.8141997639620753,48
Tunisia,0.9645086587474497,-0.8299188007731682,1.7944274595206178,49
Romania,0.9479455743767241,-0.8180751939363822,1.7660207683131062,50
Egypt,0.6966004638100719,-1.0539177653469503,1.7505182291570223,51
Hungary,0.9783828768312287,-0.7718302951227645,1.7502131719539933,52
North Macedonia,0.9713473340144648,-0.7641516845705862,1.7354990185850512,53
Paraguay,0.811037814793847,-0.9168791670906176,1.7279169818844644,54
Venezuela,0.9712355976172579,-0.7561357306165186,1.7273713282337764,55
Nigeria,0.8017318139153259,-0.9235085230578757,1.7252403369732017,56
Scotland,0.8130222295722106,-0.8807795724618794,1.69380180203409,57
Bosnia and Herzegovina,0.9644816373742141,-0.7262431573802819,1.6907247947544959,58
Israel,1.277950475161632,-0.36724051867428364,1.6451909938359157,59
Greece,0.7263142896456395,-0.9187415293401364,1.6450558189857758,60
Costa Rica,0.6617695706155072,-0.9133200883710921,1.5750896589865993,61
Bolivia,1.1481177848812183,-0.42386474693044485,1.5719825318116631,62
Cameroon,0.7761047678744016,-0.7659354556398827,1.5420402235142845,63
Kosovo,0.9760819158367561,-0.5532165640413801,1.5292984798781362,64
Northern Ireland,0.6803271459842234,-0.8380146036968159,1.5183417496810394,65
Saudi Arabia,0.7262284860388649,-0.7084522179900236,1.4346807040288885,66
Georgia,0.594685003765178,-0.822804223233113,1.417489226998291,67
Ghana,0.6181102389984966,-0.7672308731255376,1.3853411121240342,68
Iceland,0.7872367462066144,-0.5852319603785833,1.3724687065851977,69
Albania,0.6814537830423949,-0.6474735829367191,1.3289273659791139,70
Uzbekistan,0.7352081450971789,-0.5174735905265416,1.2526817356237205,71
Jersey,0.5404567521093558,-0.685087905175147,1.2255446572845028,72
Benin,0.4349919238727499,-0.7796296065856563,1.2146215304584063,73
Burkina Faso,0.5471102354442033,-0.6420950318151264,1.1892052672593296,74
Gabon,0.6362715739514831,-0.548961783671191,1.1852333576226741,75
Gambia,0.4429499308433765,-0.7378406916656978,1.1807906225090743,76
Iraq,0.42792685204729286,-0.7262095635310196,1.1541364155783125,77
Bulgaria,0.6217784548689925,-0.5301477309481547,1.1519261858171472,78
Curaçao,0.3477862164163642,-0.7984024962761167,1.146188712692481,79
Isle of Man,1.0946263352660965,-0.03251760128081124,1.1271439365469078,80
DR Congo,0.7617729246106194,-0.353581243353718,1.1153541679643375,81
Cape Verde,0.5399926992200773,-0.5412821006722626,1.08127479989234,82
Angola,0.5520340928560502,-0.5222182414956831,1.0742523343517334,83
Oman,0.4599895135483366,-0.6079551810141455,1.067944694562482,84
Panama,0.6758858508457865,-0.37085482565360306,1.0467406764993896,85
Jordan,0.27755305879920866,-0.7682160298229855,1.0457690886221942,86
Bahrain,0.4795582405620197,-0.5489075176822849,1.0284657582443044,87
Montenegro,0.5446027635146521,-0.4713324587910993,1.0159352223057514,88
Jamaica,0.5050300489338265,-0.5011748121683508,1.0062048611021774,89
South Africa,0.20812882661739218,-0.7945117531568295,1.0026405797742217,90
El Salvador,0.33149409217505543,-0.6512634580932459,0.9827575502683014,91
Kazakhstan,0.6075116088096469,-0.37078079926289353,0.9782924080725405,92
Haiti,0.5048511172503064,-0.4565979846318132,0.9614491018821196,93
Honduras,0.6748650843488565,-0.27794352344117246,0.952808607790029,94
Luxembourg,0.5679140269438802,-0.3844281955086073,0.9523422224524875,95
Belarus,0.5531738157162273,-0.3981422279889152,0.9513160437051424,96
Uganda,0.1641965733776275,-0.7484928563928123,0.9126894297704398,97
United Arab Emirates,0.5224496338893195,-0.38340279464419935,0.9058524285335189,98
Zambia,0.8056559249403573,-0.03951853528789587,0.8451744602282532,99
Armenia,0.6943964169682572,-0.1405500529692231,0.8349464699374802,100
Togo,0.3264939836361681,-0.4703906812450226,0.7968846648811907,101
China PR,0.525482109856033,-0.25570453333019105,0.7811866431862241,102
Guinea,0.3851927210489955,-0.3948914770596703,0.7800841981086658,103
New Zealand,0.24702973544815332,-0.5157471137438271,0.7627768491919804,104
Cyprus,0.40639527750437765,-0.3549575117280577,0.7613527892324353,105
Azerbaijan,0.3488543524672162,-0.4047948875334786,0.7536492400006948,106
Libya,0.5761039908658049,-0.16071951154902195,0.7368235024148269,107
Equatorial Guinea,0.10584682069230456,-0.6145227284463598,0.7203695491386644,108
Estonia,0.43621952396366115,-0.27269829640215515,0.7089178203658163,109
Rwanda,0.28974125673357476,-0.40590396485132474,0.6956452215848995,110
Madagascar,0.40724454740493565,-0.2717039239964747,0.6789484714014103,111
Guatemala,0.2738144181405443,-0.347026564155242,0.6208409822957863,112
Guernsey,0.45551943702875863,-0.16186534475609496,0.6173847817848536,113
Tanzania,0.3884766717784963,-0.2091833568619674,0.5976600286404637,114
Kenya,0.3671876340316368,-0.21067680019063786,0.5778644342222746,115
Latvia,0.2524164411132347,-0.3085746635610215,0.5609911046742562,116
Syria,0.40773220863712123,-0.1450833048375955,0.5528155134747167,117
Vietnam,0.30044852393088906,-0.25012663118700207,0.5505751551178911,118
Ethiopia,0.3425059813402208,-0.19715103885826737,0.5396570201984882,119
Sudan,0.23946232002204015,-0.28293673833920496,0.5223990583612451,120
Congo,0.360218538825284,-0.13676986915499525,0.4969884079802792,121
Namibia,0.27438040251948614,-0.184635246426715,0.45901564894620117,122
Burundi,0.27856331608098206,-0.16135644741087504,0.43991976349185713,123
Guinea-Bissau,0.13557978775844637,-0.3012337478388467,0.4368135355972931,124
Zimbabwe,0.12783560987579246,-0.2888691486351681,0.41670475851096056,125
Kyrgyzstan,0.5247506394947122,0.11034437718960567,0.4144062623051066,126
Lithuania,0.23245176033695059,-0.18117997311701664,0.4136317334539672,127
Kuwait,0.341218626495737,-0.06785026327101226,0.40906888976674927,128
Suriname,0.36758522197810983,-0.031237370461151465,0.3988225924392613,129
Martinique,0.5179084244599755,0.13320369104750507,0.38470473341247047,130
Mozambique,0.04898340438981508,-0.3348156128596149,0.38379901724943,131
Comoros,0.2588658104456226,-0.11882918853433264,0.3776949989799553,132
Sierra Leone,-0.08582345297627902,-0.46012539634213856,0.37430194336585954,133
Mauritania,0.038151493287828964,-0.33600078251777554,0.3741522758056045,134
Malta,0.2854410165326401,-0.08756670575108619,0.37300772228372625,135
Faroe Islands,0.23046495616756635,-0.12245314224948797,0.35291809841705435,136
Liberia,0.18570720348587233,-0.14519648769112317,0.3309036911769955,137
Malawi,-0.11620426860226041,-0.4120703168642158,0.2958660482619554,138
Niger,0.5142627877326332,0.24456444372669198,0.2696983440059413,139
Lebanon,0.021849758878549563,-0.24365559391131578,0.2655053527898653,140
Botswana,-0.13277495806878103,-0.3470818550447131,0.21430689697593208,141
Central African Republic,0.1019646344507591,-0.10317694448803985,0.20514157893879895,142
Palestine,-0.07402349186122459,-0.26852544782935095,0.19450195596812636,143
India,0.07422438491520356,-0.11935678889665727,0.19358117381186082,144
Trinidad and Tobago,0.026345023963686764,-0.1346105953130848,0.16095561927677157,145
Thailand,0.09512720654221585,-0.04158014446548883,0.13670735100770467,146
Tajikistan,0.10505620705780305,0.023538698762233412,0.08151750829556964,147
Bermuda,0.4311280999492083,0.38692857220726345,0.044199527741944855,148
Lesotho,0.18537921981468386,0.15030118019830419,0.035078039616379675,149
French Guiana,-0.025437380525417774,0.04266259735635258,-0.06809997788177036,150
Andorra,-0.2612339832816454,-0.16450685991875377,-0.0967271233628916,151
Turkmenistan,0.2713684673474347,0.38625593461614416,-0.11488746726870946,152
Somalia,0.26188793058854765,0.38271376275791635,-0.12082583216936871,153
Moldova,-0.2506492949952035,-0.06900936249608994,-0.18163993249911356,154
Eswatini,-0.028605417884335904,0.1624651064665721,-0.19107052435090802,155
Hitra,0.5084550415439276,0.737314541866918,-0.2288595003229904,156
Malaysia,-0.0038781113226808994,0.2681655116422066,-0.2720436229648875,157
Saint Kitts and Nevis,-0.030564798513518343,0.37874474438967354,-0.4093095429031919,158
Djibouti,0.05195287417948968,0.4883935761562319,-0.43644070197674223,159
North Korea,-0.02304132050512686,0.43001027685569304,-0.4530515973608199,160
Nicaragua,-0.28701267358759397,0.19470656396515162,-0.4817192375527456,161
Dominican Republic,-0.4401533107019198,0.04702574297207868,-0.4871790536739985,162
Philippines,-0.22138932562057267,0.28466254915766176,-0.5060518747782344,163
Shetland,-0.0974751188367372,0.4201679697607219,-0.5176430885974591,164
South Sudan,-0.36830852093029065,0.16996593197524731,-0.538274452905538,165
São Tomé and Príncipe,-0.05728596409566644,0.48443976583410087,-0.5417257299297673,166
Guyana,-0.062026396075229306,0.48422007218499696,-0.5462464682602263,167
Chad,-0.35130882815503095,0.19977813366016475,-0.5510869618151957,168
Afghanistan,-0.3604329919187432,0.2065548848731695,-0.5669878767919126,169
Gibraltar,-0.3027516604229212,0.3106174233628667,-0.6133690837857879,170
Puerto Rico,-0.29893637823489044,0.3373593097023583,-0.6362956879372488,171
Montserrat,-0.02038742166212104,0.6226409946095491,-0.6430284162716702,172
Guadeloupe,-0.43508537828377153,0.27177272560042437,-0.7068581038841959,173
Chameria,-0.2781216020064055,0.43673035661964754,-0.7148519586260531,174
Cuba,-0.24355967344748097,0.47864772211928,-0.722207395566761,175
Antigua and Barbuda,-0.01546161123342693,0.7468201475439322,-0.7622817587773592,176
Singapore,-0.2616227214627743,0.5160539043664956,-0.7776766258292699,177
Saint Lucia,-0.43526215622701153,0.3540692194289008,-0.7893313756559124,178
Liechtenstein,-0.6232572009562606,0.17700269724399567,-0.8002598982002562,179
Kárpátalja,-0.4305906349648869,0.37945301069444537,-0.8100436456593323,180
Yemen,-0.44834030857835655,0.39532322472301495,-0.8436635333013716,181
Alderney,-0.14907324817414502,0.7064917450498214,-0.8555649932239664,182
Hong Kong,-0.7933562109208968,0.11447815420933956,-0.9078343651302364,183
Eritrea,-0.5019978457877814,0.42528086638591744,-0.9272787121736988,184
South Ossetia,-0.6175219719739302,0.3223980851384739,-0.9399200571124041,185
Northern Cyprus,-0.26523380088876936,0.6797356127011998,-0.9449694135899691,186
Abkhazia,-0.7775580382473574,0.22855665535919686,-1.0061146936065541,187
Indonesia,-0.20800017170252494,0.8319315913584846,-1.0399317630610097,188
Padania,-0.5692535015125786,0.6138840505785549,-1.1831375520911336,189
Dominica,-0.8050482181176397,0.3818490837059645,-1.1868973018236042,190
Nepal,-0.6835474078756071,0.5932231167556437,-1.2767705246312508,191
Belize,-0.6389745676620102,0.6384423883862079,-1.277416956048218,192
Maldives,-0.447883070733111,0.8539986801051498,-1.3018817508382607,193
Grenada,-0.7749426434385116,0.5467742534456477,-1.3217168968841593,194
Papua New Guinea,-1.018686805613845,0.34618737142346245,-1.3648741770373074,195
Solomon Islands,-0.06531346780867642,1.3357336866936007,-1.4010471545022771,196
Mauritius,-0.780242150974792,0.6342045550263172,-1.4144467060011092,197
Aruba,-0.48877632337860233,0.9300171761565555,-1.4187934995351579,198
Parishes of Jersey,-0.5394430063233722,0.8935075721149169,-1.4329505784382892,199
Orkney,-0.4919464733382692,0.9435771663539408,-1.43552363969221,200
Myanmar,-0.5786763536454212,0.882092574854508,-1.4607689284999292,201
Fiji,-0.581058798982048,0.9164458417942406,-1.4975046407762886,202
Barbados,-0.858730238059651,0.6935173002832531,-1.552247538342904,203
Bangladesh,-1.1388830884883827,0.41485928514377257,-1.5537423736321552,204
Western Armenia,-0.6689664748515403,0.8957263309981515,-1.5646928058496918,205
Panjab,-0.27464286644478475,1.291591199790233,-1.5662340662350176,206
Mongolia,-0.7766195856891136,0.8072502485737341,-1.5838698342628477,207
Yorkshire,-0.398696408662077,1.2363800575267616,-1.6350764661888386,208
Sri Lanka,-0.7931836927023105,0.9641976908025185,-1.7573813835048289,209
Seychelles,-0.7302676699499046,1.0333362489000595,-1.763603918849964,210
Saint Vincent and the Grenadines,-0.7259017737834922,1.0450456513370305,-1.7709474251205228,211
Taiwan,-0.8031922005222386,0.9822084825026162,-1.7854006830248548,212
Artsakh,-0.5726292691399533,1.3043522977851354,-1.8769815669250887,213
Cambodia,-0.70690509162992,1.1710569250053944,-1.8779620166353144,214
New Caledonia,-0.6252779213581667,1.2587103903292804,-1.8839883116874472,215
Timor-Leste,-0.39681458042707923,1.5387128785326465,-1.9355274589597258,216
Western Isles,-0.9275294791660164,1.0350625455491718,-1.962592024715188,217
Surrey,-0.9193726560652805,1.1367385486816979,-2.0561112047469785,218
Vanuatu,-0.8649907742979526,1.2382012835187977,-2.1031920578167504,219
San Marino,-1.6546330756106167,0.4751920596324559,-2.1298251352430726,220
Cascadia,-0.5971365253889102,1.54911862465662,-2.1462551500455302,221
United Koreans in Japan,-1.7067996995473673,0.4499952738103594,-2.1567949733577265,222
Ellan Vannin,-1.3620335024550196,0.8116853001549723,-2.173718802609992,223
Cayman Islands,-1.2377431668779952,0.9389192345734885,-2.176662401451484,224
Brunei,-1.08234331152418,1.1022296334999724,-2.1845729450241524,225
Tahiti,-1.1847058123534078,1.0060869695538364,-2.190792781907244,226
Pakistan,-1.168496840988233,1.0399737186532132,-2.2084705596414462,227
Saint Helena,-0.46669983390282704,1.7466827288716622,-2.2133825627744894,228
Székely Land,-0.7722272288857625,1.4568690684835528,-2.229096297369315,229
Laos,-1.1336395998270148,1.1630378463877686,-2.296677446214783,230
Brunei Darussalam,-0.26922930663437283,2.0762531679033565,-2.345482474537729,231
Somaliland,-0.34257151777336214,2.03445715729839,-2.3770286750717524,232
Bonaire,-0.7055716270535702,1.7123148979973573,-2.4178865250509274,233
Sápmi,-0.8952739770073725,1.5490639506990447,-2.4443379277064174,234
Guam,-1.4505877626884414,1.1799495278426047,-2.630537290531046,235
Saint Martin,-0.8300736986120502,1.9352500395154428,-2.765323738127493,236
Bahamas,-1.35521247089875,1.4681958657086527,-2.823408336607403,237
Kabylia,-1.1520185332203232,1.8244186964508795,-2.9764372296712027,238
Macau,-1.8045111616428184,1.1883753684064076,-2.9928865300492262,239
Sint Maarten,-1.1985453078115307,1.9048646061863281,-3.103409913997859,240
Tibet,-1.167008852854172,2.1002542359886927,-3.2672630888428644,241
Chagos Islands,-0.9927057938642485,2.330907805047099,-3.3236135989113476,242
Turks and Caicos Islands,-1.1661163488826782,2.1767602705006937,-3.3428766193833717,243
British Virgin Islands,-1.897768456268191,1.5282214581683602,-3.425989914436551,244
Barawa,-1.2927372692734482,2.218646303926842,-3.5113835732002903,245
United States Virgin Islands,-2.143658571724448,1.376695255149452,-3.5203538268739,246
American Samoa,-1.1748638011254222,2.439881251074689,-3.614745052200111,247
Anguilla,-2.1930219342688884,1.839506203283316,-4.032528137552204,248
Matabeleland,-2.105269470826436,2.0104227818702687,-4.115692252696705,249
Bhutan,-2.1614549947366344,2.148498977085926,-4.30995397182256,250
Tamil Eelam,-2.299672689800304,2.4651434344216496,-4.764816124221953,251
Northern Mariana Islands,-2.148839080326598,2.691299932217503,-4.8401390125441015,252
Tuvalu,-2.170340734775691,2.7533522277811446,-4.923692962556835,253
Samoa,-2.9443373934188224,3.279616405681363,-6.223953799100185,254
Cook Islands,-13.669169048815649,0.7276103792405434,-14.396779428056192,255
Tonga,-14.000453052580882,3.319441894027594,-17.319894946608475,256
Ynys Môn,0.03838580533771874,NA,NA,257
